NAME,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
SUNSTATE ACADEMY-JONES TECHNICAL INSTITUTE,JACKSONVILLE,FL,USA,30.2082823040001,-81.561448696
FORTIS COLLEGE-CUYAHOGA FALLS,CUYAHOGA FALLS,OH,USA,41.14384325,-81.4704567859999
VIRGINIA UNIVERSITY OF LYNCHBURG,LYNCHBURG,VA,USA,37.3951350620001,-79.151518476
AMERICAN ISLAMIC COLLEGE,CHICAGO,IL,USA,41.95486005,-87.645930105
CHILLICOTHE BEAUTY ACADEMY INC,CHILLICOTHE,MO,USA,39.7927857720001,-93.55113106
LONGWOOD UNIVERSITY,FARMVILLE,VA,USA,37.3010732020001,-78.395788549
BRIDGEWATER COLLEGE,BRIDGEWATER,VA,USA,38.3783912220001,-78.969010657
ACADEMY FOR SALON PROFESSIONALS,SANTA CLARA,CA,USA,37.3520122560001,-121.963103422
ABC BEAUTY ACADEMY,RICHARDSON,TX,USA,32.929810107,-96.6844049429999
AIB COLLEGE OF BUSINESS,DES MOINES,IA,USA,41.561953439,-93.645694127
AMERICAN HEALTH INSTITUTE,PORT RICHEY,FL,USA,28.304721312,-82.700960627
TRAMY BEAUTY SCHOOL,SAN DIEGO,CA,USA,32.7496929480001,-117.069092364
THE SALON PROFESSIONAL ACADEMY-KOKOMO,KOKOMO,IN,USA,40.4758059330001,-86.106391789
TREND SETTERS' ACADEMY OF BEAUTY CULTURE-LOUISVILLE,LOUISVILLE,KY,USA,38.1350181760001,-85.6844886919999
UNITECH TRAINING ACADEMY-ALEXANDRIA,ALEXANDRIA,LA,USA,31.322493525,-92.534684641
UNITECH TRAINING ACADEMY-LAKE CHARLES,LAKE CHARLES,LA,USA,30.2042392220001,-93.192846308
ALL-STATE CAREER SCHOOL-ALLIED HEALTH CAMPUS,ESSINGTON,PA,USA,39.8661607180001,-75.3021459939999
THE SANTA BARBARA AND VENTURA COLLEGES OF LAW AT SANTA BARBARA,SANTA BARBARA,CA,USA,34.4244951090001,-119.705191116
UNIVERSAL TECHNICAL INSTITUTE - DALLAS FORT WORTH,IRVING,TX,USA,32.938104176,-97.012678998
VIRGINIA COLLEGE-SAVANNAH,SAVANNAH,GA,USA,31.983580433,-81.1711543019999
VIRGINIA COLLEGE-COLUMBUS,COLUMBUS,GA,USA,32.5249940790001,-84.963502889
ASI CAREER INSTITUTE,TURNERSVILLE,NJ,USA,39.7567243,-75.045488583
BEVERLY HILLS DESIGN INSTITUTE,BEVERLY HILLS,CA,USA,34.0646579310001,-118.375475251
TULSA WELDING SCHOOL-JACKSONVILLE,JACKSONVILLE,FL,USA,30.313563866,-81.5600702689999
VOGUE COLLEGE OF COSMETOLOGY-SAN ANTONIO FREDERICKSBURG,SAN ANTONIO,TX,USA,29.4623686370001,-98.52350116
TOMORROW'S IMAGE BARBER AND BEAUTY ACADEMY OF VIRGINIA,NEWPORT NEWS,VA,USA,37.118670621,-76.525193051
ALEXANDER ACADEMY,FITCHBURG,MA,USA,42.585446274,-71.811898765
AESTHETIC SCIENCE INSTITUTE,LATHAM,NY,USA,42.7703172130001,-73.823910498
ACADEMY DI FIRENZE,JEROME,ID,USA,42.7239048540001,-114.519858127
ADVANCED CAREER INSTITUTE,VISALIA,CA,USA,36.3417177640001,-119.381874935
THE FAB SCHOOL,RANCHO CUCAMONGA,CA,USA,34.0799010000001,-117.555551
GEORGE WASHINGTON UNIVERSITY,WASHINGTON,DC,USA,38.899096404,-77.0462768689999
MAHARISHI UNIVERSITY OF MANAGEMENT,FAIRFIELD,IA,USA,41.0177814690001,-91.967305961
UNITED EDUCATION INSTITUTE-ONTARIO,ONTARIO,CA,USA,34.0694417780001,-117.547731964
PRINCETON THEOLOGICAL SEMINARY,PRINCETON,NJ,USA,40.3444718050001,-74.664175384
UNIVERSIDAD ANA G. MENDEZ,SAN JUAN,PR,PRI,18.385027,-66.065463
UNITED EDUCATION INSTITUTE-ENCINO,ENCINO,CA,USA,34.1702317780001,-118.502000211
PACIFIC BIBLE COLLEGE,MEDFORD,OR,USA,42.325118479,-122.87366854
UNITED EDUCATION INSTITUTE-MORROW,MORROW,GA,USA,33.572708715,-84.336486655
UNITED EDUCATION INSTITUTE-EL MONTE,EL MONTE,CA,USA,34.0703371070001,-118.066623223
UNITED EDUCATION INSTITUTE-CHULA VISTA,CHULA VISTA,CA,USA,32.6407675890001,-117.080038777
VIRGINIA BEACH THEOLOGICAL SEMINARY,VIRGINIA BEACH,VA,USA,36.766486312,-76.189384838
TREND BARBER COLLEGE,HOUSTON,TX,USA,30.0131458750001,-95.448402315
PRINCESS BEAUTY SCHOOL,DEARBORN HEIGHTS,MI,USA,42.32604259,-83.293116062
AVEDA INSTITUTE-MADISON,MADISON,WI,USA,43.0729710530001,-89.398745224
STUDIO BEAUTY SCHOOL,SPOKANE,WA,USA,47.682931179,-117.426467714
LATIN BEAUTY ACADEMY,GREENACRES,FL,USA,26.6495100000001,-80.143681
ASSOCIATED BARBER COLLEGE OF SAN DIEGO,SAN DIEGO,CA,USA,32.7193060770001,-117.160002748
THE AILEY SCHOOL,NEW YORK,NY,USA,40.766920527,-73.986890762
CUNY BERNARD M BARUCH COLLEGE,NEW YORK,NY,USA,40.740238214,-73.9834170089999
UEI COLLEGE-RIVERSIDE,RIVERSIDE,CA,USA,33.9753658920001,-117.351778232
UNITED EDUCATION INSTITUTE-ANAHEIM,ANAHEIM,CA,USA,33.8514874540001,-117.923042816
UNITED EDUCATION INSTITUTE-UEI COLLEGE SAN MARCOS,SAN MARCOS,CA,USA,33.1314285720001,-117.118565978
TEXAS A&M UNIVERSITY-SAN ANTONIO,SAN ANTONIO,TX,USA,29.3034606900001,-98.524776308
ZAYTUNA COLLEGE,BERKELEY,CA,USA,37.8771223790001,-122.260866661
UNITED EDUCATION INSTITUTE-UEI COLLEGE STOCKTON,STOCKTON,CA,USA,37.9975600000001,-121.308461
ABCO TECHNOLOGY,LOS ANGELES,CA,USA,33.97882,-118.394891
MIAMI MEDIA SCHOOL,MIAMI,FL,USA,25.7650215400001,-80.193754838
UEI COLLEGE-BAKERSFIELD,BAKERSFIELD,CA,USA,35.381544934,-119.049406961
INTERNATIONAL SPORTS SCIENCES ASSOCIATION,CARPINTERIA,CA,USA,34.3877628160001,-119.486472803
INTERNATIONAL HAIR AND BARBER ACADEMY,BOCA RATON,FL,USA,26.3511243400001,-80.155003989
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TYLER,TX,USA,32.426112179,-95.212671584
CALIFORNIA INTERCONTINENTAL UNIVERSITY,IRVINE,CA,USA,33.6964154120001,-117.850962715
INFINITY COLLEGE,LAFAYETTE,LA,USA,30.21286,-92.007911
UNITED HEALTHCARE CAREERS COLLEGE,LOS ANGELES,CA,USA,34.0499285540001,-118.274514018
MKG BEAUTY & BUSINESS,CRANSTON,RI,USA,41.78608,-71.472161
MANDL SCHOOL-THE COLLEGE OF ALLIED HEALTH,NEW YORK,NY,USA,40.764350806,-73.9837491219999
IGLOBAL UNIVERSITY,VIENNA,VA,USA,38.833580231,-77.2111320879999
LABARBERIA INSTITUTE OF HAIR,MAYFIELD HTS,OH,USA,41.5160438980001,-81.450621262
ELI WHITNEY TECHNICAL HIGH SCHOOL,HAMDEN,CT,USA,41.3424195150001,-72.942750512
SUSQUEHANNA COUNTY CAREER AND TECHNOLOGY CENTER,SPRINGVILLE,PA,USA,41.7863883320001,-75.895554695
STRAYER UNIVERSITY-PENNSYLVANIA,TREVOSE,PA,USA,40.137966969,-74.965742975
PITC INSTITUTE,WYNCOTE,PA,USA,40.0996271720001,-75.154889154
STRAYER UNIVERSITY-FLORIDA,TAMPA,FL,USA,27.9899149400001,-82.546955082
PAUL MITCHELL THE SCHOOL-SHERMAN OAKS,SHERMAN OAKS,CA,USA,34.1557110190001,-118.467748601
PAUL MITCHELL THE SCHOOL-MCLEAN,MCLEAN,VA,USA,38.917588671,-77.222323279
STRAYER UNIVERSITY-DELAWARE,NEWARK,DE,USA,39.686126711,-75.660093235
STRAYER UNIVERSITY-ALABAMA,BIRMINGHAM,AL,USA,33.4385964200001,-86.7176973639999
STRAYER UNIVERSITY-NORTH CAROLINA,MORRISVILLE,NC,USA,35.8654604750001,-78.822451902
STRAYER UNIVERSITY-NEW JERSEY,CHERRY HILL,NJ,USA,39.939301743,-75.0153955219999
STRAYER UNIVERSITY-WEST VIRGINIA,SCOTT DEPOT,WV,USA,38.45354875,-81.926850783
CARRINGTON COLLEGE-LAS VEGAS,LAS VEGAS,NV,USA,36.0850856650001,-115.118038236
CARRINGTON COLLEGE-RENO,RENO,NV,USA,39.463246295,-119.78701528
HORIZON UNIVERSITY,SAN DIEGO,CA,USA,32.8158045540001,-117.181365048
SAN DIEGO CULINARY INSTITUTE,LA MESA,CA,USA,32.7643293960001,-117.023814695
BEYOND 21ST CENTURY BEAUTY ACADEMY,SANTA FE SPRINGS,CA,USA,33.916225212,-118.041501183
PAUL MITCHELL THE SCHOOL-TEMECULA,TEMECULA,CA,USA,33.506578555,-117.14647447
EUROPEAN ACADEMY OF COSMETOLOGY AND HAIRDRESSING,GUILFORD,CT,USA,41.2954405520001,-72.7001469579999
NEW BEGINNINGS BEAUTY ACADEMY,PINE BLUFF,AR,USA,34.2037280000001,-92.0191839999999
DOLCE LLC THE ACADEMY,WATERBURY,CT,USA,41.542925892,-73.0001551079999
EMPIRE BEAUTY SCHOOL-MANHATTAN,NEW YORK,NY,USA,40.748937556,-73.986453228
TEACHERS COLLEGE AT COLUMBIA UNIVERSITY,NEW YORK,NY,USA,40.8103114420001,-73.960399028
RIVER VALLEY SCHOOL OF MASSAGE,RUSSELLVILLE,AR,USA,35.2831284100001,-93.1107871249999
ATLANTIS UNIVERSITY,MIAMI,FL,USA,25.7889747850001,-80.1894455349999
THE TEMPLE ANNAPOLIS-A PAUL MITCHELL PARTNER SCHOOL,ANNAPOLIS,MD,USA,38.98001284,-76.5431349099999
SHEPHERD UNIVERSITY,LOS ANGELES,CA,USA,34.1163968750001,-118.248958821
ACADEMY OF INTERACTIVE ENTERTAINMENT,LAFAYETTE,LA,USA,30.220067107,-92.0432467859999
CALIFORNIA INSTITUTE OF ADVANCED MANAGEMENT,EL MONTE,CA,USA,34.0717065000001,-118.061062446
AMERICAN ACADEMY OF COSMETOLOGY-DELRAY BEACH,DELRAY BEACH,FL,USA,26.4610200000001,-80.119201
CELEBRITY BARBER SCHOOL,MONROE,LA,USA,32.522124982,-92.0841648379999
NORTHWEST UNIVERSITY-COLLEGE OF ADULT AND PROFESSIONAL STUDIES,KIRKLAND,WA,USA,47.657473769,-122.195846393
UNIVERSAL TECHNICAL INSTITUTE-SOUTHERN CALIFORNIA,LONG BEACH,CA,USA,33.826142588,-118.145519141
CONCORDE CAREER COLLEGE-SOUTHAVEN,SOUTHAVEN,MS,USA,34.9761790360001,-89.988853536
TRICOCI UNIVERSITY OF BEAUTY CULTURE-ELGIN,ELGIN,IL,USA,42.0268117860001,-88.341459586
HUSSON UNIVERSITY,BANGOR,ME,USA,44.8273321410001,-68.792133714
FLORIDA CAREER COLLEGE-JACKSONVILLE,JACKSONVILLE,FL,USA,30.196152736,-81.750962384
FLORIDA CAREER COLLEGE-TAMPA,TAMPA,FL,USA,27.9806726740001,-82.336902478
FLORIDA CAREER COLLEGE-LAUDERDALE LAKES,LAUDERDALE LAKES,FL,USA,26.1659800780001,-80.205215225
FLORIDA CAREER COLLEGE-HIALEAH,HIALEAH,FL,USA,25.8556562840001,-80.319412502
FLORIDA CAREER COLLEGE-WEST PALM BEACH,WEST PALM BEACH,FL,USA,26.70538,-80.1367109999999
FLORIDA CAREER COLLEGE,PEMBROKE PINES,FL,USA,26.01093861,-80.246249099
ARIZONA COLLEGE-LAS VEGAS,LAS VEGAS,NV,USA,36.1456000000001,-115.171331
AMERICAN NATIONAL UNIVERSITY-WILLOUGHBY HILLS,WILLOUGHBY HILLS,OH,USA,41.5847872420001,-81.487302035
UNIVERSITY OF NORTH CAROLINA GENERAL ADMINISTRATION,CHAPEL HILL,NC,USA,35.9094460000001,-79.0305779999999
NORTH DAKOTA STATE UNIVERSITY-MAIN CAMPUS,FARGO,ND,USA,46.8945227660001,-96.805688522
UNIVERSITY OF ARIZONA-SOUTH,SIERRA VISTA,AZ,USA,31.5667985530001,-110.245729469
AMMI BARBER ACADEMY,KERRVILLE,TX,USA,30.06771,-99.178701
TEXAS COLLEGE OF COSMETOLOGY-LUBBOCK,LUBBOCK,TX,USA,33.5614274640001,-101.923873304
SOUTHERN REGIONAL TECHNICAL COLLEGE,THOMASVILLE,GA,USA,30.8630668280001,-83.951016698
THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT XAVIER UNIVERSITY OF LOUISIANA,NEW ORLEANS,LA,USA,29.9652194440001,-90.106982205
AMERICAN ACADEMY OF PERSONAL TRAINING-BOSTON CAMPUS,BOSTON,MA,USA,42.35069,-71.0762809999999
EMORY UNIVERSITY-OXFORD COLLEGE,OXFORD,GA,USA,33.618563264,-83.868370838
PROTEGE ACADEMY,MT. PLEASANT,MI,USA,43.6113356920001,-84.751107049
WADE GORDON HAIRDRESSING ACADEMY-LUBBOCK,LUBBOCK,TX,USA,33.5248145080001,-101.869595465
CHAMBERLAIN COLLEGE OF NURSING-NEVADA,LAS VEGAS,NV,USA,36.1852484280001,-115.313594081
MILLIGAN COLLEGE,MILLIGAN COLLEGE,TN,USA,36.299318,-82.294641
EASTERN SUFFOLK BOCES,OAKDALE,NY,USA,40.744907567,-73.1108340489999
EASTERN SUFFOLK BOCES,RIVERHEAD,NY,USA,40.927872,-72.671979
ALL BEAUTY COLLEGE,LAKE HAVASU CITY,AZ,USA,34.4962830000001,-114.337955
WISCONSIN ACADEMY A PAUL MITCHELL PARTNER GROUP-PMTS LINCOLN,LINCOLN,NE,USA,40.7560634380001,-96.641278189
KENNESAW STATE UNIVERSITY,KENNESAW,GA,USA,34.03813476,-84.583117483
PIMA MEDICAL INSTITUTE-PHOENIX,PHOENIX,AZ,USA,33.4941700000001,-112.051121
PIMA MEDICAL INSTITUTE-EL PASO,EL PASO,TX,USA,31.7736433800001,-106.38388594
TULSA WELDING SCHOOL-HOUSTON,HOUSTON,TX,USA,29.95103626,-95.413164406
CORTIVA INSTITUTE-FLORIDA-TEXAS CENTER FOR MASSAGE THERAPY,ARLINGTON,TX,USA,32.677180508,-97.119157681
ROSS MEDICAL EDUCATION CENTER-MUNCIE,MUNCIE,IN,USA,40.23238,-85.390811
JOLIE HEALTH & BEAUTY ACADEMY-CHERRY HILL,CHERRY HILL,NJ,USA,39.880220552,-75.0052805349999
BRANFORD HALL CAREER INSTITUTE-WOODLAND PARK,WOODLAND PARK,NJ,USA,40.890563297,-74.213115553
ROSS MEDICAL EDUCATION CENTER-KNOXVILLE,KNOXVILLE,TN,USA,35.91275354,-84.0968265829999
ROSS MEDICAL EDUCATION CENTER-HUNTSVILLE,HUNTSVILLE,AL,USA,34.736854335,-86.661321973
FLORIDA INTERNATIONAL TRAINING INSTITUTE,DORAL,FL,USA,25.797924752,-80.314722585
LAREDO CHI ACADEMY BEAUTY SCHOOL,LAREDO,TX,USA,27.5757550180001,-99.467007506
CALIFORNIA BARBER AND BEAUTY COLLEGE,SAN DIEGO,CA,USA,32.7572200000001,-117.081321
CALIFORNIA JAZZ CONSERVATORY,BERKELEY,CA,USA,37.871294409,-122.268671457
WRIGHT GRADUATE UNIVERSITY FOR THE REALIZATION OF HUMAN POTENTIAL,ELKHORN,WI,USA,42.793212,-88.602515
"SANDRA ACADEMY OF SALON SERVICES, INC",NEW TAZEWELL,TN,USA,36.444829801,-83.586283716
PRESIDIO GRADUATE SCHOOL,SAN FRANCISCO,CA,USA,37.80026,-122.475261
SAINT MICHAEL COLLEGE OF ALLIED HEALTH,ALEXANDRIA,VA,USA,38.732450203,-77.1004969589999
AMG SCHOOL OF LICENSED PRACTICAL NURSING,BROOKLYN,NY,USA,40.692824435,-73.98220663
RANDOLPH TECHNICAL CENTER,ELKINS,WV,USA,38.9431310000001,-79.852568
CULINARY TECH CENTER,NEW YORK,NY,USA,40.7541746850001,-73.998972329
CENTER FOR ULTRASOUND RESEARCH & EDUCATION,WHITE PLAINS,NY,USA,41.0285000000001,-73.7451809999999
SAN FRANCISCO SCHOOL OF DIGITAL FILMMAKING,SAN FRANCISCO,CA,USA,37.7821933430001,-122.406791602
UNILATINA INTERNATIONAL COLLEGE,MIRAMAR,FL,USA,25.9799302120001,-80.2830898939999
HVAC TECHNICAL INSTITUTE,CHICAGO,IL,USA,41.809962609,-87.73224014
BELLA ACADEMY OF COSMETOLOGY,OSHKOSH,WI,USA,44.0184579830001,-88.5422639829999
BETHANY GLOBAL UNIVERSITY,BLOOMINGTON,MN,USA,44.7954762960001,-93.3715855459999
ACCESS CAREERS,BROOKLYN,NY,USA,40.689430911,-73.983834149
CAREER POINT COLLEGE,AUSTIN,TX,USA,30.353053108,-97.688782308
SANFORD-BROWN INSTITUTE-NEW YORK,NEW YORK,NY,USA,40.7353091620001,-73.987864836
CAMBRIA ROWE BUSINESS COLLEGE-SCHOOL OF TECHNOLOGY,JOHNSTOWN,PA,USA,40.285009374,-78.83646513
DERMALOGICA ACADEMY,NEW YORK,NY,USA,40.74274,-73.994961
BAY AREA COLLEGE OF NURSING,PALO ALTO,CA,USA,37.421149557,-122.101419928
VALOR CHRISTIAN COLLEGE,CANAL WINCHESTER,OH,USA,39.8915410000001,-82.829801
ZMS THE ACADEMY,LOS ANGELES,CA,USA,34.111787786,-118.188879415
SAN IGNACIO COLLEGE,DORAL,FL,USA,25.81273373,-80.3656618859999
EVANS HAIRSTYLING COLLEGE-CEDAR CITY,CEDAR CITY,UT,USA,37.679851478,-113.06439358
FLORIDA SCHOOL OF TRADITIONAL MIDWIFERY,GAINESVILLE,FL,USA,29.652246232,-82.315886695
ERIC FISHER ACADEMY,WICHITA,KS,USA,37.693651935,-97.422663082
VANITY SCHOOL OF COSMETOLOGY,SHEFFIELD VILLAGE,OH,USA,41.4235694650001,-82.079295915
SUMMIT SALON ACADEMY-PERRYSBURG,PERRYSBURG,OH,USA,41.5441555570001,-83.621029694
ACADEMY FOR CAREERS AND TECHNOLOGY,MULLINS,SC,USA,34.1864748990001,-79.340121891
AIKEN SCHOOL OF COSMETOLOGY AND BARBERING,AIKEN,SC,USA,33.5595446680001,-81.7172804909999
ADVANCED BEAUTY COLLEGE,IRVING,TX,USA,32.859766177,-96.992668577
THE SALON PROFESSIONAL ACADEMY-LEWISVILLE,LEWISVILLE,TX,USA,33.0061420370001,-96.967112696
THE SALON PROFESSIONAL ACADEMY-ONALASKA,ONALASKA,WI,USA,43.8738280540001,-91.197364695
MORENO VALLEY COLLEGE,MORENO VALLEY,CA,USA,33.8870633830001,-117.202554247
ALLIED AMERICAN UNIVERSITY,LAGUNA HILLS,CA,USA,33.623073307,-117.729569954
TRIBECA FLASHPOINT COLLEGE,CHICAGO,IL,USA,41.8828598260001,-87.631319041
VIRGINIA COLLEGE-BATON ROUGE,BATON ROUGE,LA,USA,30.4590309760001,-91.0944988209999
VIRGINIA COLLEGE-MACON,MACON,GA,USA,32.812682948,-83.679621786
VIRGINIA COLLEGE-SPARTANBURG,SPARTANBURG,SC,USA,34.936213142,-82.0061050259999
VIRGINIA COLLEGE-RICHMOND,RICHMOND,VA,USA,37.5030941840001,-77.52901231
ACAYDIA SCHOOL OF AESTHETICS,PROVO,UT,USA,40.2348131090001,-111.658316308
AMERICAN TRADE SCHOOL,SAINT ANN,MO,USA,38.728760885,-90.380252098
AMERICAN TECHNICAL INSTITUTE,BAYAMON,PR,PRI,18.3704816040001,-66.187281695
THE SALON PROFESSIONAL ACADEMY-IOWA CITY,IOWA CITY,IA,USA,41.6426003510001,-91.503116435
UNITED BEAUTY COLLEGE,DENVER,CO,USA,39.6974466990001,-105.010842652
ABCOTT INSTITUTE,SOUTHFIELD,MI,USA,42.4463268420001,-83.210616978
ACADEMY FOR SALON PROFESSIONALS,NORTHRIDGE,CA,USA,34.2221323220001,-118.605404235
THE SALON PROFESSIONAL ACADEMY-SHOREWOOD,SHOREWOOD,IL,USA,41.5400969770001,-88.201103997
CHAMBERLAIN COLLEGE OF NURSING-GEORGIA,ATLANTA,GA,USA,33.9115324300001,-84.350358973
CHAMBERLAIN COLLEGE OF NURSING-INDIANA,INDIANAPOLIS,IN,USA,39.9190158710001,-86.111220906
CARRINGTON COLLEGE-MESQUITE,MESQUITE,TX,USA,32.815898587,-96.625985115
SESSIONS COLLEGE FOR PROFESSIONAL DESIGN,TEMPE,AZ,USA,33.4269424770001,-111.940455752
VIRGINIA COLLEGE-SHREVEPORT,BOSSIER CITY,LA,USA,32.5266530150001,-93.703797166
ELMEZZI GRADUATE SCHOOL OF MOLECULAR MEDICINE,MANHASSET,NY,USA,40.775819762,-73.702288063
GDS INSTITUTE,SOUTH GATE,CA,USA,33.9659739100001,-118.224794563
UNIVERSITY OF SAINT MARY,LEAVENWORTH,KS,USA,39.2773080000001,-94.906935
SEWARD COUNTY COMMUNITY COLLEGE,LIBERAL,KS,USA,37.05980687,-100.917694953
STERLING COLLEGE,STERLING,KS,USA,38.219782959,-98.209966159
EASTERN COLLEGE OF HEALTH VOCATIONS-NEW ORLEANS,NEW ORLEANS,LA,USA,29.9442178300001,-90.181989572
EVEREST COLLEGE-WOODBRIDGE,WOODBRIDGE,VA,USA,38.6347501870001,-77.29595133
EASTERN FLORIDA STATE COLLEGE,COCOA,FL,USA,28.384790518,-80.758129746
BROWARD COLLEGE,FORT LAUDERDALE,FL,USA,26.0797199460001,-80.2354099309999
DAYTONA STATE COLLEGE,DAYTONA BEACH,FL,USA,29.202286417,-81.051266056
FLORIDA SOUTHWESTERN STATE COLLEGE,FORT MYERS,FL,USA,26.554737426,-81.887375264
FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY,TALLAHASSEE,FL,USA,30.427512504,-84.288441361
FLORIDA STATE COLLEGE AT JACKSONVILLE,JACKSONVILLE,FL,USA,30.3349180710001,-81.659901436
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI,FL,USA,25.7571109360001,-80.377590517
UNIVERSITY OF FLORIDA,GAINESVILLE,FL,USA,29.638248,-82.361195
GULF COAST STATE COLLEGE,PANAMA CITY,FL,USA,30.186104497,-85.727248867
MANATEE TECHNICAL COLLEGE,BRADENTON,FL,USA,27.443627699,-82.593369772
MIAMI DADE COLLEGE,MIAMI,FL,USA,25.7777173480001,-80.1908564139999
UNIVERSITY OF MIAMI,CORAL GABLES,FL,USA,25.720406,-80.27645
LINCOLN COLLEGE OF TECHNOLOGY-WEST PALM BEACH,WEST PALM BEACH,FL,USA,26.7582269850001,-80.09480525
NOVA SOUTHEASTERN UNIVERSITY,FORT LAUDERDALE,FL,USA,26.079336561,-80.242480099
NORTHWEST FLORIDA STATE COLLEGE,NICEVILLE,FL,USA,30.5371480000001,-86.475467
PALM BEACH STATE COLLEGE,LAKE WORTH,FL,USA,26.613213752,-80.08710436
PASCO-HERNANDO STATE COLLEGE,NEW PORT RICHEY,FL,USA,28.275099504,-82.646727284
FIRST COAST TECHNICAL COLLEGE,SAINT AUGUSTINE,FL,USA,29.9243768810001,-81.345828775
PROFESSIONAL ACADEMY OF COSMETOLOGY,NORRISTOWN,PA,USA,40.114145723,-75.332994438
THEATRE OF ARTS,HOLLYWOOD,CA,USA,34.0991900000001,-118.338301
WESTCHESTER COLLEGE OF NURSING & ALLIED HEALTH,LOS ANGELES,CA,USA,33.95487,-118.396511
SCHOOL DISTRICT OF INDIAN RIVER COUNTY-TECHNICAL CENTER FOR CAREER AND ADULT EDUCATION,VERO BEACH,FL,USA,27.6363900000001,-80.400031
AMERICAN COLLEGE OF BARBERING,LOUISVILLE,KY,USA,38.0846778590001,-85.6700158
SAN FRANCISCO COLLEGE OF COSMETOLOGY,SAN FRANCISCO,CA,USA,37.763860589,-122.419366956
BETH MEDRASH MEOR YITZCHOK,MONSEY,NY,USA,41.101026919,-74.062415721
MINGO EXTENDED LEARNING CENTER,DELBARTON,WV,USA,37.6769451070001,-82.176801634
IBERO AMERICAN COLLEGE,WEST VALLEY CITY,UT,USA,40.697667209,-111.96794307
DORSEY BUSINESS SCHOOLS-SAGINAW,SAGINAW,MI,USA,43.4705804220001,-83.9730956659999
SOUTHERN UTAH UNIVERSITY,CEDAR CITY,UT,USA,37.6746170000001,-113.070146
STEVENS-HENAGER COLLEGE,WEST HAVEN,UT,USA,41.232847,-112.011617
STEVENS-HENAGER COLLEGE,OREM,UT,USA,40.2696910700001,-111.713264078
RIO SALADO COLLEGE,TEMPE,AZ,USA,33.412764291,-111.974052835
UNIVERSAL TECHNICAL INSTITUTE OF ARIZONA INC-MOTORCYCLE MECHANICS INSTITUTE DIVISION,PHOENIX,AZ,USA,33.68481375,-112.123341392
ST PETERSBURG COLLEGE,CLEARWATER,FL,USA,27.9655427020001,-82.736820818
BREWTON-PARKER COLLEGE,MOUNT VERNON,GA,USA,32.185717771,-82.586135602
EMORY UNIVERSITY,ATLANTA,GA,USA,33.7988360000001,-84.3257819999999
GEORGIA HIGHLANDS COLLEGE,ROME,GA,USA,34.1697905790001,-85.2073562049999
GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,ATLANTA,GA,USA,33.773731834,-84.396019192
UNIVERSITY OF GEORGIA,ATHENS,GA,USA,33.9377270000001,-83.37143
LANIER TECHNICAL COLLEGE,OAKWOOD,GA,USA,34.235818819,-83.864094033
NORTH GEORGIA TECHNICAL COLLEGE,CLARKESVILLE,GA,USA,34.6385299940001,-83.5295918849999
IDAHO STATE UNIVERSITY,POCATELLO,ID,USA,42.864107774,-112.429084152
ADULT AND COMMUNITY EDUCATION-HUDSON,COLUMBUS,OH,USA,40.012757719,-82.980517688
HIRAM COLLEGE,HIRAM,OH,USA,41.310998,-81.141552
INTERNATIONAL COLLEGE OF BROADCASTING,DAYTON,OH,USA,39.7649862530001,-84.137498964
UNIVERSITY OF IDAHO,MOSCOW,ID,USA,46.7268937740001,-117.024296152
CITY COLLEGES OF CHICAGO-MALCOLM X COLLEGE,CHICAGO,IL,USA,41.8769422570001,-87.6741263169999
UNIVERSITY OF ILLINOIS AT CHICAGO,CHICAGO,IL,USA,41.871837224,-87.650502546
ILLINOIS CENTRAL COLLEGE,EAST PEORIA,IL,USA,40.70624687,-89.5254112649999
JOLIET JUNIOR COLLEGE,JOLIET,IL,USA,41.500535203,-88.1809847649999
COLLEGE OF LAKE COUNTY,GRAYSLAKE,IL,USA,42.355881013,-88.012392109
LAKE LAND COLLEGE,MATTOON,IL,USA,39.4182239900001,-88.3813463019999
LINCOLN LAND COMMUNITY COLLEGE,SPRINGFIELD,IL,USA,39.721211248,-89.611248729
LOYOLA UNIVERSITY CHICAGO,CHICAGO,IL,USA,41.9991605980001,-87.657398992
METHODIST COLLEGE,PEORIA,IL,USA,40.700170287,-89.591276595
MORAINE VALLEY COMMUNITY COLLEGE,PALOS HILLS,IL,USA,41.6946130000001,-87.836915
REND LAKE COLLEGE,INA,IL,USA,38.1314810110001,-88.918283108
SPOON RIVER COLLEGE,CANTON,IL,USA,40.5278960000001,-90.072216
SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,CARBONDALE,IL,USA,37.717389,-89.221214
WAUBONSEE COMMUNITY COLLEGE,SUGAR GROVE,IL,USA,41.7980440000001,-88.458796
DES MOINES AREA COMMUNITY COLLEGE,ANKENY,IA,USA,41.707348,-93.611597
IOWA CENTRAL COMMUNITY COLLEGE,FORT DODGE,IA,USA,42.491092822,-94.203442439
IOWA LAKES COMMUNITY COLLEGE,ESTHERVILLE,IA,USA,43.4012279290001,-94.823825239
